Regions,Date,Channel,Product,Sales
North America,2/22/2024,Cloud,MIS,"9,595.00"
North America,2/23/2024,Cloud,ERP,"2,930.00"
North America,2/24/2024,Cloud,OTHERS,"8,764.00"
North America,2/25/2024,Cloud,OS,"1,352.00"
North America,2/26/2024,Cloud,Cloud Service,"5,864.00"
North America,2/27/2024,Cloud,Support,"1,172.00"
North America,2/28/2024,Cloud,Certification,"7,780.00"
North America,2/29/2024,Cloud,MIS,"5,858.00"
North America,3/1/2024,Cloud,ERP,"3,018.00"
North America,3/2/2024,Cloud,OTHERS,"3,028.00"
North America,3/3/2024,Cloud,OS,"5,363.00"
North America,3/4/2024,Cloud,Cloud Service,"9,817.00"
North America,3/5/2024,Cloud,Support,"5,012.00"
North America,3/6/2024,Cloud,Certification,"6,696.00"
North America,3/7/2024,Cloud,MIS,"3,417.00"
North America,3/8/2024,Cloud,ERP,"4,060.00"
North America,3/9/2024,Cloud,OTHERS,"8,709.00"
North America,3/10/2024,Cloud,OS,"7,873.00"
North America,3/11/2024,Cloud,Cloud Service,"1,989.00"
North America,3/12/2024,Cloud,Support,"9,647.00"
North America,3/13/2024,Cloud,Certification,"1,032.00"
North America,3/14/2024,Cloud,MIS,"7,823.00"
North America,3/15/2024,Cloud,ERP,"1,230.00"
North America,3/16/2024,Cloud,OTHERS,"3,927.00"
North America,3/17/2024,Cloud,OS,"8,743.00"
North America,3/18/2024,Cloud,Cloud Service,"2,386.00"
Asia,3/19/2024,Cloud,Support,"6,896.00"
Asia,3/20/2024,Cloud,Certification,"8,573.00"
Asia,3/21/2024,Cloud,MIS,"4,222.00"
Asia,3/22/2024,Cloud,ERP,"9,898.00"
Asia,3/23/2024,Cloud,OTHERS,"5,394.00"
Asia,3/24/2024,Cloud,OS,"3,991.00"
Asia,3/25/2024,Cloud,Cloud Service,"2,424.00"
Asia,3/26/2024,Cloud,Support,"5,196.00"
Asia,3/27/2024,Cloud,Certification,"1,251.00"
Asia,3/28/2024,Cloud,MIS,"4,557.00"
Asia,3/29/2024,Cloud,ERP,"3,333.00"
Asia,3/30/2024,Cloud,OTHERS,"7,995.00"
North America,3/31/2024,Cloud,OS,"1,756.00"
North America,4/1/2024,Cloud,Cloud Service,"3,400.00"
North America,4/2/2024,Cloud,Support,"7,083.00"
North America,4/3/2024,Cloud,Certification,"5,634.00"
North America,4/4/2024,Cloud,MIS,"1,429.00"
North America,4/5/2024,Cloud,ERP,"4,069.00"
North America,4/6/2024,Cloud,OTHERS,"4,192.00"
North America,4/7/2024,Cloud,OS,"5,889.00"
North America,4/8/2024,Cloud,Cloud Service,"4,949.00"
North America,4/9/2024,Cloud,Support,"1,231.00"
North America,4/10/2024,Cloud,Certification,"7,187.00"
North America,4/11/2024,Cloud,MIS,"1,834.00"
Asia,4/12/2024,Cloud,ERP,"3,116.00"
Asia,4/13/2024,Cloud,OTHERS,"2,740.00"
Asia,4/14/2024,Cloud,OS,"5,273.00"
Asia,4/15/2024,Cloud,Cloud Service,"3,960.00"
Asia,4/16/2024,Cloud,Support,"5,458.00"
Asia,4/17/2024,Cloud,Certification,"1,801.00"
Asia,4/18/2024,Cloud,MIS,"9,606.00"
Asia,4/19/2024,Cloud,ERP,"6,650.00"
Asia,4/20/2024,Cloud,OTHERS,"6,106.00"
Asia,4/21/2024,Cloud,OS,"2,679.00"
Asia,4/22/2024,Cloud,Cloud Service,"6,150.00"
Asia,4/23/2024,Cloud,Support,"3,863.00"
North America,4/24/2024,Cloud,Certification,"7,673.00"
North America,4/25/2024,Cloud,MIS,"2,377.00"
North America,4/26/2024,Cloud,ERP,"5,061.00"
North America,4/27/2024,Cloud,OTHERS,"7,358.00"
North America,4/28/2024,Cloud,OS,"5,920.00"
North America,4/29/2024,Cloud,Cloud Service,"7,988.00"
North America,4/30/2024,Cloud,Support,"3,040.00"
North America,5/1/2024,Cloud,Certification,"8,078.00"
North America,5/2/2024,Cloud,MIS,"1,177.00"
North America,5/3/2024,Cloud,ERP,"4,946.00"
North America,5/4/2024,Cloud,OTHERS,"7,112.00"
North America,5/5/2024,Cloud,OS,"2,385.00"
North America,5/6/2024,Cloud,Cloud Service,"2,629.00"
North America,5/7/2024,Cloud,Support,"5,269.00"
North America,5/8/2024,Cloud,Certification,"8,862.00"
North America,5/9/2024,Cloud,MIS,"3,674.00"
North America,5/10/2024,Cloud,ERP,"6,759.00"
North America,5/11/2024,Cloud,OTHERS,"5,957.00"
North America,5/12/2024,Cloud,OS,"9,217.00"
North America,5/13/2024,Cloud,Cloud Service,"6,516.00"
North America,5/14/2024,Cloud,Support,"7,505.00"
North America,5/15/2024,Cloud,Certification,"1,138.00"
North America,5/16/2024,Cloud,MIS,"2,510.00"
North America,5/17/2024,Cloud,ERP,"2,898.00"
Asia,5/18/2024,Cloud,OTHERS,"7,914.00"
Asia,5/19/2024,Cloud,OS,"1,190.00"
Asia,5/20/2024,Cloud,Cloud Service,"8,702.00"
Asia,5/21/2024,Cloud,Support,"8,315.00"
Asia,5/22/2024,Cloud,Certification,"3,374.00"
Asia,5/23/2024,Cloud,MIS,"2,057.00"
Asia,5/24/2024,Cloud,ERP,"2,287.00"
Asia,5/25/2024,Cloud,OTHERS,"8,420.00"
Asia,5/26/2024,Cloud,OS,"3,843.00"
Asia,5/27/2024,Cloud,Cloud Service,"9,177.00"
Asia,5/28/2024,Cloud,Support,"5,699.00"
Asia,5/29/2024,Cloud,Certification,"9,725.00"
North America,5/30/2024,Cloud,MIS,"5,818.00"
North America,5/31/2024,Cloud,ERP,"3,995.00"
North America,6/1/2024,Cloud,OTHERS,"1,671.00"
North America,6/2/2024,Cloud,OS,"7,341.00"
North America,6/3/2024,Cloud,Cloud Service,"8,197.00"
North America,6/4/2024,Cloud,Support,"1,802.00"
North America,6/5/2024,Cloud,Certification,"4,372.00"
North America,6/6/2024,Cloud,MIS,"1,079.00"
North America,6/7/2024,Cloud,ERP,"5,585.00"
North America,6/8/2024,Cloud,OTHERS,"7,721.00"
North America,6/9/2024,Cloud,OS,"2,889.00"
North America,6/10/2024,Cloud,Cloud Service,"1,326.00"
Asia,6/11/2024,Cloud,Support,"9,058.00"
Asia,6/12/2024,Cloud,Certification,"2,044.00"
Asia,6/13/2024,Cloud,MIS,"9,988.00"
Asia,6/14/2024,Cloud,ERP,"5,987.00"
Asia,6/15/2024,Cloud,OTHERS,"6,846.00"
Asia,6/16/2024,Cloud,OS,"5,753.00"
Asia,6/17/2024,Cloud,Cloud Service,"7,949.00"
Asia,6/18/2024,Cloud,Support,"1,427.00"
Asia,6/19/2024,Cloud,Certification,"6,945.00"
Asia,6/20/2024,Cloud,MIS,"7,962.00"
Asia,6/21/2024,Cloud,ERP,"8,661.00"
Asia,6/22/2024,Cloud,OTHERS,"8,819.00"
Asia,6/23/2024,Cloud,OS,"9,179.00"
Asia,6/24/2024,Cloud,Cloud Service,"6,257.00"
Asia,6/25/2024,Cloud,Support,"9,109.00"
Asia,6/26/2024,Cloud,Certification,"8,470.00"
Asia,6/27/2024,Cloud,MIS,"6,808.00"
Asia,6/28/2024,Cloud,ERP,"7,376.00"
Asia,6/29/2024,Cloud,OTHERS,"8,834.00"
Asia,6/30/2024,Cloud,OS,"2,766.00"
Asia,7/1/2024,Cloud,Cloud Service,"8,402.00"
Asia,7/2/2024,Cloud,Support,"8,422.00"
Asia,7/3/2024,Cloud,Certification,"4,948.00"
Asia,7/4/2024,Cloud,MIS,"2,094.00"
Asia,7/5/2024,Cloud,ERP,"4,294.00"
Asia,7/6/2024,Cloud,OTHERS,"7,893.00"
Asia,7/7/2024,Cloud,OS,"9,807.00"
Asia,7/8/2024,Cloud,Cloud Service,"2,700.00"
Asia,7/9/2024,Cloud,Support,"3,641.00"
Asia,7/10/2024,Cloud,Certification,"8,100.00"
Asia,7/11/2024,Cloud,MIS,"7,497.00"
Asia,7/12/2024,Cloud,ERP,"8,795.00"
Asia,7/13/2024,Cloud,OTHERS,"8,774.00"
Asia,7/14/2024,Cloud,OS,"9,175.00"
Asia,7/15/2024,Cloud,Cloud Service,"7,886.00"
Asia,7/16/2024,Cloud,Support,"4,293.00"
Europe,7/17/2024,Cloud,Certification,"9,261.00"
Europe,7/18/2024,Cloud,MIS,"6,756.00"
Europe,7/19/2024,Cloud,ERP,"8,106.00"
Europe,7/20/2024,Cloud,OTHERS,"6,560.00"
Europe,7/21/2024,Cloud,OS,"3,890.00"
Europe,7/22/2024,Cloud,Cloud Service,"8,625.00"
Europe,7/23/2024,Cloud,Support,"8,965.00"
Europe,7/24/2024,Cloud,Certification,"8,135.00"
Europe,7/25/2024,Cloud,MIS,"9,525.00"
Europe,7/26/2024,Cloud,ERP,"7,990.00"
Europe,7/27/2024,Cloud,OTHERS,"7,007.00"
Europe,7/28/2024,Cloud,OS,"1,957.00"
Asia,7/29/2024,Cloud,Cloud Service,"9,631.00"
Asia,7/30/2024,Cloud,Support,"7,895.00"
Asia,7/31/2024,Cloud,Certification,"9,606.00"
Asia,8/1/2024,Cloud,MIS,"4,813.00"
Asia,8/2/2024,Cloud,ERP,"3,140.00"
Asia,8/3/2024,Cloud,OTHERS,"6,193.00"
Asia,8/4/2024,Cloud,OS,"6,748.00"
Asia,8/5/2024,Cloud,Cloud Service,"5,766.00"
Asia,8/6/2024,Cloud,Support,"7,169.00"
Asia,8/7/2024,Cloud,Certification,"7,877.00"
Asia,8/8/2024,Cloud,MIS,"9,941.00"
Asia,8/9/2024,Cloud,ERP,"8,181.00"
Asia,8/10/2024,Cloud,OTHERS,"8,038.00"
Asia,8/11/2024,Cloud,OS,"1,098.00"
Asia,8/12/2024,Cloud,Cloud Service,"6,950.00"
Asia,8/13/2024,Cloud,Support,"4,492.00"
Asia,8/14/2024,Cloud,Certification,"2,999.00"
Asia,8/15/2024,Cloud,MIS,"9,082.00"
Asia,8/16/2024,Cloud,ERP,"6,957.00"
Asia,8/17/2024,Cloud,OTHERS,"1,281.00"
Asia,8/18/2024,Cloud,OS,"7,032.00"
Asia,8/19/2024,Cloud,Cloud Service,"2,286.00"
Asia,8/20/2024,Cloud,Support,"4,065.00"
Asia,8/21/2024,Cloud,Certification,"9,384.00"
Europe,8/22/2024,Cloud,MIS,"7,095.00"
Europe,8/23/2024,Cloud,ERP,"9,580.00"
Europe,8/24/2024,Cloud,OTHERS,"8,974.00"
Europe,8/25/2024,Cloud,OS,"3,653.00"
Europe,8/26/2024,Cloud,Cloud Service,"6,240.00"
Europe,8/27/2024,Cloud,Support,"7,904.00"
Europe,8/28/2024,Cloud,Certification,"2,104.00"
Europe,8/29/2024,Cloud,MIS,"5,777.00"
Europe,8/30/2024,Cloud,ERP,"8,111.00"
Europe,8/31/2024,Cloud,OTHERS,"3,891.00"
Europe,9/1/2024,Cloud,OS,"6,396.00"
Europe,9/2/2024,Cloud,Cloud Service,"2,995.00"
Asia,9/3/2024,Cloud,Support,"2,379.00"
Asia,9/4/2024,Cloud,Certification,"7,153.00"
Asia,9/5/2024,Cloud,MIS,"6,488.00"
Asia,9/6/2024,Cloud,ERP,"5,881.00"
Asia,9/7/2024,Cloud,OTHERS,"3,881.00"
Asia,9/8/2024,Cloud,OS,"6,517.00"
Asia,9/9/2024,Cloud,Cloud Service,"7,042.00"
Asia,9/10/2024,Cloud,Support,"9,406.00"
Asia,9/11/2024,Cloud,Certification,"8,331.00"
Asia,9/12/2024,Cloud,MIS,"4,324.00"
Asia,9/13/2024,Cloud,ERP,"2,494.00"
Asia,9/14/2024,Cloud,OTHERS,"5,337.00"
Asia,9/15/2024,Cloud,OS,"3,701.00"
Asia,9/16/2024,Cloud,Cloud Service,"8,986.00"
Asia,9/17/2024,Cloud,Support,"3,629.00"
Asia,9/18/2024,Cloud,Certification,"6,669.00"
Asia,9/19/2024,Cloud,MIS,"9,597.00"
Asia,9/20/2024,Cloud,ERP,"1,414.00"
Asia,9/21/2024,Cloud,OTHERS,"2,980.00"
Asia,9/22/2024,Cloud,OS,"6,167.00"
Asia,9/23/2024,Cloud,Cloud Service,"2,179.00"
Asia,9/24/2024,Cloud,Support,"6,606.00"
Asia,9/25/2024,Cloud,Certification,"4,213.00"
Asia,9/26/2024,Cloud,MIS,"9,320.00"
Europe,9/27/2024,Cloud,ERP,"5,529.00"
Europe,9/28/2024,Cloud,OTHERS,"4,604.00"
Europe,9/29/2024,Cloud,OS,"9,319.00"
Europe,9/30/2024,Cloud,Cloud Service,"9,944.00"
Europe,10/1/2024,Cloud,Support,"7,621.00"
Europe,10/2/2024,Cloud,Certification,"8,315.00"
Europe,10/3/2024,Cloud,MIS,"6,671.00"
Europe,10/4/2024,Cloud,ERP,"4,447.00"
Europe,10/5/2024,Cloud,OTHERS,"3,451.00"
Europe,10/6/2024,Cloud,OS,"5,150.00"
Europe,10/7/2024,Cloud,Cloud Service,"1,742.00"
Europe,10/8/2024,Cloud,Support,"4,288.00"
North America,10/9/2024,Cloud,Certification,"3,241.00"
North America,10/10/2024,Cloud,MIS,"8,297.00"
North America,10/11/2024,Cloud,ERP,"7,525.00"
North America,10/12/2024,Cloud,OTHERS,"9,474.00"
North America,10/13/2024,Cloud,OS,"7,067.00"
North America,10/14/2024,Cloud,Cloud Service,"4,452.00"
North America,10/15/2024,Cloud,Support,"5,547.00"
North America,10/16/2024,Cloud,Certification,"4,043.00"
North America,10/17/2024,Cloud,MIS,"9,675.00"
North America,10/18/2024,Cloud,ERP,"8,269.00"
North America,10/19/2024,Cloud,OTHERS,"2,680.00"
North America,10/20/2024,Cloud,OS,"2,365.00"
Asia,10/21/2024,Cloud,Cloud Service,"6,774.00"
Asia,10/22/2024,Cloud,Support,"2,351.00"
Asia,10/23/2024,Cloud,Certification,"2,820.00"
Asia,10/24/2024,Cloud,MIS,"3,708.00"
Asia,10/25/2024,Cloud,ERP,"5,556.00"
Asia,10/26/2024,Cloud,OTHERS,"1,607.00"
Asia,10/27/2024,Cloud,OS,"2,902.00"
Asia,10/28/2024,Cloud,Cloud Service,"5,014.00"
Asia,10/29/2024,Cloud,Support,"8,763.00"
Asia,10/30/2024,Cloud,Certification,"4,934.00"
Asia,10/31/2024,Cloud,MIS,"1,673.00"
Asia,11/1/2024,Cloud,ERP,"6,002.00"
Europe,11/2/2024,Cloud,OTHERS,"5,177.00"
Europe,11/3/2024,Cloud,OS,"3,715.00"
Europe,11/4/2024,Cloud,Cloud Service,"8,079.00"
Europe,11/5/2024,Cloud,Support,"8,748.00"
Europe,11/6/2024,Cloud,Certification,"7,034.00"
Europe,11/7/2024,Cloud,MIS,"2,376.00"
Europe,11/8/2024,Cloud,ERP,"1,127.00"
Europe,11/9/2024,Cloud,OTHERS,"5,638.00"
Europe,11/10/2024,Cloud,OS,"9,456.00"
Europe,11/11/2024,Cloud,Cloud Service,"8,289.00"
Europe,11/12/2024,Cloud,Support,"3,609.00"
Europe,11/13/2024,Cloud,Certification,"9,207.00"
Europe,11/14/2024,Cloud,MIS,"2,706.00"
Europe,11/15/2024,Cloud,ERP,"4,622.00"
Europe,11/16/2024,Cloud,OTHERS,"6,130.00"
Europe,11/17/2024,Cloud,OS,"7,659.00"
Europe,11/18/2024,Cloud,Cloud Service,"7,741.00"
Europe,11/19/2024,Cloud,Support,"3,410.00"
Europe,11/20/2024,Cloud,Certification,"8,463.00"
Europe,11/21/2024,Cloud,MIS,"6,045.00"
Europe,11/22/2024,Cloud,ERP,"6,252.00"
Europe,11/23/2024,Cloud,OTHERS,"8,916.00"
Europe,11/24/2024,Cloud,OS,"6,375.00"
Europe,11/25/2024,Cloud,Cloud Service,"8,942.00"
Asia,11/26/2024,Cloud,Support,"3,196.00"
Asia,11/27/2024,Cloud,Certification,"3,607.00"
Asia,11/28/2024,Cloud,MIS,"8,738.00"
Asia,11/29/2024,Cloud,ERP,"5,189.00"
Asia,11/30/2024,Cloud,OTHERS,"5,533.00"
Asia,12/1/2024,Cloud,OS,"9,494.00"
Asia,12/2/2024,Cloud,Cloud Service,"5,864.00"
Asia,12/3/2024,Cloud,Support,"8,701.00"
Asia,12/4/2024,Cloud,Certification,"9,773.00"
Asia,12/5/2024,Cloud,MIS,"2,295.00"
Asia,12/6/2024,Cloud,ERP,"8,790.00"
Asia,12/7/2024,Cloud,OTHERS,"9,620.00"
Europe,12/8/2024,Cloud,OS,"1,763.00"
Europe,12/9/2024,Cloud,Cloud Service,"8,953.00"
Europe,12/10/2024,Cloud,Support,"3,418.00"
Europe,12/11/2024,Cloud,Certification,"8,108.00"
Europe,12/12/2024,Cloud,MIS,"7,013.00"
Europe,12/13/2024,Cloud,ERP,"3,273.00"
Europe,12/14/2024,Cloud,OTHERS,"2,228.00"
Europe,12/15/2024,Cloud,OS,"4,907.00"
Europe,12/16/2024,Cloud,Cloud Service,"1,796.00"
Europe,12/17/2024,Cloud,Support,"2,088.00"
Europe,12/18/2024,Cloud,Certification,"6,566.00"
Europe,12/19/2024,Cloud,MIS,"6,356.00"
South America,12/20/2024,Cloud,ERP,"3,208.00"
South America,12/21/2024,Cloud,OTHERS,"4,165.00"
South America,12/22/2024,Cloud,OS,"9,365.00"
South America,12/23/2024,Cloud,Cloud Service,"1,965.00"
South America,12/24/2024,Cloud,Support,"1,328.00"
South America,12/25/2024,Cloud,Certification,"4,239.00"
South America,12/26/2024,Cloud,MIS,"1,503.00"
South America,12/27/2024,Cloud,ERP,"2,784.00"
South America,12/28/2024,Cloud,OTHERS,"8,645.00"
South America,12/29/2024,Cloud,OS,"4,985.00"
South America,12/30/2024,Cloud,Cloud Service,"5,927.00"
South America,12/31/2024,Cloud,Support,"3,749.00"
South America,1/1/2024,Cloud,Certification,"4,945.00"
South America,1/2/2024,Cloud,MIS,"9,418.00"
South America,1/3/2024,Cloud,ERP,"2,070.00"
South America,1/4/2024,Cloud,OTHERS,"7,898.00"
South America,1/5/2024,Cloud,OS,"1,956.00"
South America,1/6/2024,Cloud,Cloud Service,"9,221.00"
South America,1/7/2024,Cloud,Support,"2,094.00"
South America,1/8/2024,Cloud,Certification,"7,874.00"
South America,1/9/2024,Cloud,MIS,"5,092.00"
South America,1/10/2024,Cloud,ERP,"8,765.00"
South America,1/11/2024,Cloud,OTHERS,"5,933.00"
South America,1/12/2024,Cloud,OS,"5,383.00"
Asia,1/13/2024,Cloud,Cloud Service,"1,831.00"
Asia,1/14/2024,Cloud,Support,"5,107.00"
Asia,1/15/2024,Cloud,Certification,"2,182.00"
Asia,1/16/2024,Cloud,MIS,"6,367.00"
Asia,1/17/2024,Cloud,ERP,"6,390.00"
Asia,1/18/2024,Cloud,OTHERS,"4,122.00"
Asia,1/19/2024,Cloud,OS,"3,408.00"
Asia,1/20/2024,Cloud,Cloud Service,"7,472.00"
Asia,1/21/2024,Cloud,Support,"7,574.00"
Asia,1/22/2024,Cloud,Certification,"6,996.00"
Asia,1/23/2024,Cloud,MIS,"9,540.00"
Asia,1/24/2024,Cloud,ERP,"9,040.00"
North America,1/25/2024,Cloud,OTHERS,"3,890.00"
North America,1/26/2024,Cloud,OS,"7,735.00"
North America,1/27/2024,Cloud,Cloud Service,"6,636.00"
North America,1/28/2024,Cloud,Support,"6,246.00"
North America,1/29/2024,Cloud,Certification,"6,287.00"
North America,1/30/2024,Cloud,MIS,"4,977.00"
North America,1/31/2024,Cloud,ERP,"9,469.00"
North America,2/1/2024,Cloud,OTHERS,"2,189.00"
North America,2/2/2024,Cloud,OS,"6,171.00"
North America,2/3/2024,Cloud,Cloud Service,"3,396.00"
North America,2/4/2024,Cloud,Support,"6,021.00"
North America,2/5/2024,Cloud,Certification,"3,731.00"
North America,2/6/2024,Cloud,MIS,"3,661.00"
North America,2/7/2024,Cloud,ERP,"6,170.00"
North America,2/8/2024,Cloud,OTHERS,"9,247.00"
North America,2/9/2024,Cloud,OS,"8,608.00"
North America,2/10/2024,Cloud,Cloud Service,"7,400.00"
North America,2/11/2024,Cloud,Support,"8,552.00"
North America,2/12/2024,Cloud,Certification,"6,153.00"
North America,2/13/2024,Cloud,MIS,"8,883.00"
North America,2/14/2024,Cloud,ERP,"1,643.00"
North America,2/15/2024,Cloud,OTHERS,"2,340.00"
North America,2/16/2024,Cloud,OS,"9,552.00"
North America,2/17/2024,Cloud,Cloud Service,"3,128.00"
Asia,2/18/2024,Cloud,Support,"3,725.00"
Asia,2/19/2024,Cloud,Certification,"1,154.00"
Asia,2/20/2024,Cloud,MIS,"7,637.00"
Asia,2/21/2024,Cloud,ERP,"8,799.00"
Asia,2/22/2024,Cloud,OTHERS,"1,477.00"
Asia,2/23/2024,Cloud,OS,"6,752.00"
Asia,2/24/2024,Cloud,Cloud Service,"8,868.00"
Asia,2/25/2024,Cloud,Support,"7,162.00"
Asia,2/26/2024,Cloud,Certification,"7,649.00"
Asia,2/27/2024,Cloud,MIS,"8,303.00"
Asia,2/28/2024,Cloud,ERP,"1,525.00"
Asia,2/29/2024,Cloud,OTHERS,"4,774.00"
Asia,3/1/2024,Cloud,OS,"4,867.00"
Asia,3/2/2024,Cloud,Cloud Service,"8,416.00"
Asia,3/3/2024,Cloud,Support,"9,686.00"
Asia,3/4/2024,Cloud,Certification,"3,974.00"
Asia,3/5/2024,Cloud,MIS,"7,245.00"
Asia,3/6/2024,Cloud,ERP,"7,956.00"
Asia,3/7/2024,Cloud,OTHERS,"9,305.00"
Asia,3/8/2024,Cloud,OS,"8,034.00"
Asia,3/9/2024,Cloud,Cloud Service,"6,283.00"
Asia,3/10/2024,Cloud,Support,"9,147.00"
Asia,3/11/2024,Cloud,Certification,"6,561.00"
Asia,3/12/2024,Cloud,MIS,"2,651.00"
Europe,3/13/2024,Cloud,ERP,"8,355.00"
Europe,3/14/2024,Cloud,OTHERS,"8,244.00"
Europe,3/15/2024,Cloud,OS,"5,602.00"
Europe,3/16/2024,Cloud,Cloud Service,"9,238.00"
Europe,3/17/2024,Cloud,Support,"7,646.00"
Europe,3/18/2024,Cloud,Certification,"5,086.00"
Europe,3/19/2024,Cloud,MIS,"1,348.00"
Europe,3/20/2024,Cloud,ERP,"4,988.00"
Europe,3/21/2024,Cloud,OTHERS,"3,142.00"
Europe,3/22/2024,Cloud,OS,"5,182.00"
Europe,3/23/2024,Cloud,Cloud Service,"4,091.00"
Europe,3/24/2024,Cloud,Support,"1,124.00"
Asia,3/25/2024,Cloud,Certification,"7,904.00"
Asia,3/26/2024,Cloud,MIS,"1,600.00"
Asia,3/27/2024,Cloud,ERP,"3,181.00"
Asia,3/28/2024,Cloud,OTHERS,"9,771.00"
Asia,3/29/2024,Cloud,OS,"7,630.00"
Asia,3/30/2024,Cloud,Cloud Service,"7,798.00"
Asia,3/31/2024,Cloud,Support,"4,248.00"
Asia,4/1/2024,Cloud,Certification,"9,864.00"
Asia,4/2/2024,Cloud,MIS,"3,253.00"
Asia,4/3/2024,Cloud,ERP,"8,723.00"
Asia,4/4/2024,Cloud,OTHERS,"9,008.00"
Asia,4/5/2024,Cloud,OS,"2,175.00"
Europe,4/6/2024,Cloud,Cloud Service,"7,107.00"
Europe,4/7/2024,Cloud,Support,"6,975.00"
Europe,4/8/2024,Cloud,Certification,"2,935.00"
Europe,4/9/2024,Cloud,MIS,"2,993.00"
Europe,4/10/2024,Cloud,ERP,"9,013.00"
Europe,4/11/2024,Cloud,OTHERS,"2,528.00"
Europe,4/12/2024,Cloud,OS,"7,754.00"
Europe,4/13/2024,Cloud,Cloud Service,"4,261.00"
Europe,4/14/2024,Cloud,Support,"1,522.00"
Europe,4/15/2024,Cloud,Certification,"9,547.00"
Europe,4/16/2024,Cloud,MIS,"6,972.00"
Europe,4/17/2024,Cloud,ERP,"3,016.00"
Asia,4/18/2024,Cloud,OTHERS,"8,384.00"
Asia,4/19/2024,Cloud,OS,"2,135.00"
Asia,4/20/2024,Cloud,Cloud Service,"8,428.00"
Asia,4/21/2024,Cloud,Support,"3,762.00"
Asia,4/22/2024,Cloud,Certification,"3,259.00"
Asia,4/23/2024,Cloud,MIS,"9,415.00"
Asia,4/24/2024,Cloud,ERP,"3,162.00"
Asia,4/25/2024,Cloud,OTHERS,"9,020.00"
Asia,4/26/2024,Cloud,OS,"5,641.00"
Asia,4/27/2024,Cloud,Cloud Service,"9,210.00"
Asia,4/28/2024,Cloud,Support,"4,731.00"
Asia,4/29/2024,Cloud,Certification,"3,676.00"
Asia,4/30/2024,Cloud,MIS,"3,906.00"
Asia,5/1/2024,Cloud,ERP,"3,737.00"
Asia,5/2/2024,Cloud,OTHERS,"6,454.00"
Asia,5/3/2024,Cloud,OS,"5,903.00"
Asia,5/4/2024,Cloud,Cloud Service,"3,456.00"
Asia,5/5/2024,Cloud,Support,"9,153.00"
Asia,5/6/2024,Cloud,Certification,"7,003.00"
Asia,5/7/2024,Cloud,MIS,"5,354.00"
Asia,5/8/2024,Cloud,ERP,"9,908.00"
Asia,5/9/2024,Cloud,OTHERS,"2,467.00"
Asia,5/10/2024,Cloud,OS,"3,164.00"
Asia,5/11/2024,Cloud,Cloud Service,"1,075.00"
Asia,5/12/2024,Cloud,Support,"5,409.00"
Asia,5/13/2024,Cloud,Certification,"1,376.00"
Asia,5/14/2024,Cloud,MIS,"4,540.00"
Asia,5/15/2024,Cloud,ERP,"1,068.00"
Asia,5/16/2024,Cloud,OTHERS,"6,227.00"
Asia,5/17/2024,Cloud,OS,"8,781.00"
Asia,5/18/2024,Cloud,Cloud Service,"4,494.00"
Asia,5/19/2024,Cloud,Support,"3,705.00"
Asia,5/20/2024,Cloud,Certification,"2,897.00"
Asia,5/21/2024,Cloud,MIS,"1,329.00"
Asia,5/22/2024,Cloud,ERP,"2,640.00"
Asia,5/23/2024,Cloud,OTHERS,"9,291.00"
North America,5/24/2024,Cloud,OS,"6,396.00"
North America,5/25/2024,Cloud,Cloud Service,"4,172.00"
North America,5/26/2024,Cloud,Support,"4,731.00"
North America,5/27/2024,Cloud,Certification,"7,883.00"
North America,5/28/2024,Cloud,MIS,"6,980.00"
North America,5/29/2024,Cloud,ERP,"4,173.00"
North America,5/30/2024,Cloud,OTHERS,"1,908.00"
North America,5/31/2024,Cloud,OS,"8,132.00"
North America,6/1/2024,Cloud,Cloud Service,"7,583.00"
North America,6/2/2024,Cloud,Support,"1,264.00"
North America,6/3/2024,Cloud,Certification,"9,867.00"
North America,6/4/2024,Cloud,MIS,"7,282.00"
North America,6/5/2024,Cloud,ERP,"7,892.00"
North America,6/6/2024,Cloud,OTHERS,"1,286.00"
North America,6/7/2024,Cloud,OS,"5,660.00"
North America,6/8/2024,Cloud,Cloud Service,"2,692.00"
North America,6/9/2024,Cloud,Support,"4,554.00"
North America,6/10/2024,Cloud,Certification,"4,598.00"
North America,6/11/2024,Cloud,MIS,"7,549.00"
North America,6/12/2024,Cloud,ERP,"8,183.00"
North America,6/13/2024,Cloud,OTHERS,"8,236.00"
North America,6/14/2024,Cloud,OS,"7,993.00"
North America,6/15/2024,Cloud,Cloud Service,"8,479.00"
North America,6/16/2024,Cloud,Support,"5,276.00"
North America,6/17/2024,Cloud,Certification,"2,663.00"
North America,6/18/2024,Cloud,MIS,"9,965.00"
North America,6/19/2024,Cloud,ERP,"3,575.00"
North America,6/20/2024,Cloud,OTHERS,"9,935.00"
North America,6/21/2024,Cloud,OS,"8,110.00"
North America,6/22/2024,Cloud,Cloud Service,"9,177.00"
North America,6/23/2024,Cloud,Support,"2,246.00"
North America,6/24/2024,Cloud,Certification,"6,696.00"
North America,6/25/2024,Cloud,MIS,"8,244.00"
North America,6/26/2024,Cloud,ERP,"4,038.00"
North America,6/27/2024,Cloud,OTHERS,"9,355.00"
North America,6/28/2024,Cloud,OS,"5,225.00"
North America,6/29/2024,Cloud,Cloud Service,"2,674.00"
North America,6/30/2024,Cloud,Support,"1,698.00"
North America,7/1/2024,Cloud,Certification,"2,211.00"
